Index,Type,Weight,Price
60,Fish,5.074820481621407,3.5
61,Scallop,3.755300657146691,2.0
62,Shrimp,5.169107581136181,1.5
63,Fish,5.234812988446264,3.5
64,Shrimp,2.3975687807971244,1.5
65,Fish,4.850712797648363,3.5
66,Shrimp,6.888475665252813,1.5
67,Shrimp,3.0698366720773076,1.5
68,Crab,1.7518019129358984,4.5
69,Fish,5.095932978850268,3.5
70,Shrimp,5.81004888255102,1.5
71,Shrimp,3.889643677204033,1.5
72,Crab,6.270178180052163,4.5
73,Shrimp,5.7954638439083865,1.5
74,Crab,3.192666519609063,4.5
75,Scallop,4.305457297048057,2.0
76,Fish,0.8062889952978457,3.5
77,Shrimp,0.2803277691756213,1.5
78,Scallop,6.878536676393693,2.0
79,Shrimp,0.36031217794268866,1.5
80,Fish,0.2697521339044131,3.5
81,Fish,1.6638791455069986,3.5
82,Fish,0.9332168813578643,3.5
83,Crab,1.320045688932381,4.5
84,Scallop,6.764387238026623,2.0
85,Scallop,3.1887258928092144,2.0
86,Scallop,4.950440644830961,2.0
87,Fish,6.828865381092385,3.5
88,Fish,1.8907765057779766,3.5
89,Crab,4.377993507374665,4.5
90,Fish,4.965122075122632,3.5
91,Fish,4.570759067593761,3.5
92,Fish,2.891460545409651,3.5
93,Fish,5.5974104087877805,3.5
94,Fish,6.640041334009136,3.5
95,Shrimp,3.1435262900615792,1.5
96,Fish,3.3893120992875136,3.5
97,Shrimp,3.7095117588791258,1.5
98,Fish,3.966357098642418,3.5
99,Fish,1.5193886570927222,3.5
100,Fish,0.7837291633398078,3.5
101,Fish,0.11541899606732053,3.5
102,Fish,0.8190503309666101,3.5
103,Fish,5.300440718994889,3.5
104,Scallop,4.566624250390653,2.0
105,Shrimp,2.083400349552809,1.5
106,Scallop,5.700469083252855,2.0
107,Scallop,6.4539717342392695,2.0
108,Shrimp,6.241109778381516,1.5
109,Scallop,6.158475526620785,2.0
110,Scallop,0.1308292550092648,2.0
111,Shrimp,3.808967856242713,1.5
112,Scallop,4.521452104479579,2.0
113,Scallop,5.45493694331777,2.0
114,Fish,1.2391709768447043,3.5
115,Fish,3.205182963357766,3.5
116,Crab,4.421853509044094,4.5
117,Scallop,5.8487203892630415,2.0
118,Fish,3.3292249277300936,3.5
119,Scallop,2.4113465173841404,2.0
120,Fish,1.8056388272343844,3.5
121,Fish,4.748926078448994,3.5
122,Fish,1.4639416428194698,3.5
123,Crab,2.064530085453377,4.5
124,Fish,6.593639749378256,3.5
125,Fish,1.0089202537524709,3.5
126,Fish,1.1356282883334885,3.5
127,Fish,1.3553524720592645,3.5
128,Scallop,2.083883072623582,2.0
129,Fish,0.07901499871644535,3.5
130,Fish,6.612603380072906,3.5
131,Fish,4.929882481621177,3.5
132,Scallop,1.5986612940635623,2.0
133,Fish,1.3957759287651488,3.5
134,Shrimp,0.9774957055788437,1.5
135,Shrimp,3.201423612812414,1.5
136,Scallop,1.9811849251088323,2.0
137,Scallop,0.8868144710688026,2.0
138,Fish,1.9662300544586173,3.5
139,Fish,6.420049136233075,3.5
140,Fish,6.015503906734457,3.5
141,Fish,1.9676585476398158,3.5
142,Fish,6.057144583585507,3.5
143,Scallop,2.479488070839135,2.0
144,Crab,6.782494326643212,4.5
145,Fish,2.1205696343898883,3.5
146,Fish,4.595736162523747,3.5
147,Scallop,0.3458156040836896,2.0
148,Fish,1.4216873571685749,3.5
149,Scallop,6.302847151187765,2.0
150,Fish,1.7313622182500836,3.5
151,Fish,2.843023993735834,3.5
152,Fish,2.025640816876862,3.5
153,Crab,1.6933741371369961,4.5
154,Fish,6.744822666469517,3.5
155,Fish,5.835910119939985,3.5
156,Scallop,6.1509087631295145,2.0
157,Scallop,6.112759706182702,2.0
158,Fish,1.2650972112490992,3.5
159,Scallop,0.8554734584096683,2.0
160,Fish,5.212149147053996,3.5
161,Scallop,1.1924314026423275,2.0
162,Fish,6.974249887705417,3.5
163,Fish,6.766038435060817,3.5
164,Crab,0.3384992286598969,4.5
165,Fish,2.3059902599504136,3.5
166,Fish,3.910320029677028,3.5
167,Crab,3.6167315973040255,4.5
168,Fish,4.739086154721134,3.5
169,Shrimp,3.6631456682789834,1.5
170,Fish,1.2212239628525685,3.5
171,Fish,5.460307967784463,3.5
172,Shrimp,4.2289250089376305,1.5
173,Fish,1.6365839693848008,3.5
174,Scallop,5.7454509396082285,2.0
175,Fish,5.790979464385852,3.5
176,Fish,4.5164008989224875,3.5
177,Scallop,3.2953497271611982,2.0
178,Fish,4.149548489744207,3.5
179,Fish,3.4661433522291683,3.5
180,Fish,0.05245429759706355,3.5
181,Fish,0.7021178166110783,3.5
182,Fish,4.666801537572368,3.5
183,Scallop,1.754347437228391,2.0
184,Shrimp,2.6235966784377576,1.5
185,Crab,5.7472486309679605,4.5
186,Shrimp,2.0372372239371725,1.5
187,Fish,6.388931479136466,3.5
188,Shrimp,1.6991924528044575,1.5
189,Fish,3.8848515858355577,3.5
190,Shrimp,1.9513919086198308,1.5
191,Fish,3.898734979814339,3.5
192,Crab,1.7418400703009598,4.5
193,Fish,0.7306985408694245,3.5
194,Fish,6.611341821378688,3.5
195,Fish,3.5774137196962856,3.5
196,Fish,5.974739802480062,3.5
197,Crab,3.846411403979006,4.5
198,Fish,4.425069941697887,3.5
199,Fish,4.167532433033657,3.5
200,Crab,4.600270801902134,4.5
201,Crab,6.951631085043775,4.5
202,Scallop,0.3126602895319578,2.0
203,Scallop,6.280087742132883,2.0
204,Fish,1.1368965370918267,3.5
205,Fish,3.8988035339305553,3.5
206,Shrimp,2.240686256020135,1.5
207,Fish,0.8340246400472164,3.5
208,Fish,0.8239540285784617,3.5
209,Fish,2.5113854593351803,3.5
210,Fish,6.098989025003087,3.5
211,Fish,1.1886837658034666,3.5
212,Scallop,4.647156897314979,2.0
213,Crab,0.03414758045723143,4.5
214,Scallop,3.4308689567168775,2.0
215,Fish,2.9667832421868936,3.5
216,Fish,6.383839392117029,3.5
217,Fish,3.925178027922907,3.5
218,Fish,6.318265447433095,3.5
219,Scallop,5.163890359557728,2.0
220,Fish,1.122873407727028,3.5
221,Fish,0.1220322048021919,3.5
222,Scallop,6.44900868638835,2.0
223,Crab,4.714565599186779,4.5
224,Fish,4.198680013633547,3.5
225,Fish,1.3903040427286486,3.5
226,Crab,2.5064218297269143,4.5
227,Crab,1.7549243367712928,4.5
228,Fish,1.1228400708920985,3.5
229,Shrimp,1.7777425729309808,1.5
230,Fish,1.5573643049781845,3.5
231,Fish,1.1873010611761199,3.5
232,Crab,1.5834079479161707,4.5
233,Fish,5.929631592951092,3.5
234,Fish,3.1536058949666494,3.5
235,Scallop,4.315980793869221,2.0
236,Crab,6.214456322960397,4.5
237,Shrimp,0.5145419278178556,1.5
238,Scallop,3.5002701864910466,2.0
239,Fish,6.093181027904826,3.5
240,Fish,3.0516561186417546,3.5
241,Fish,4.618209593484915,3.5
242,Fish,0.037684214710586805,3.5
243,Scallop,6.351883294416621,2.0
244,Fish,1.9955488575515437,3.5
245,Scallop,3.3490538964053496,2.0
246,Crab,3.4291763041963166,4.5
247,Fish,4.553712002231418,3.5
248,Fish,3.7775715115238624,3.5
249,Scallop,5.455151749317748,2.0
250,Fish,0.18305614654242852,3.5
251,Scallop,0.8706896673866769,2.0
252,Fish,4.182754012328489,3.5
253,Fish,6.803051898551235,3.5
254,Scallop,0.5647570791866672,2.0
255,Fish,6.186547192731058,3.5
256,Shrimp,1.5965919466439462,1.5
257,Crab,2.7446568116258234,4.5
258,Shrimp,4.792276805796733,1.5
259,Fish,2.8971189983469707,3.5
260,Fish,1.1010032693269691,3.5
261,Scallop,2.3867216756028413,2.0
262,Fish,3.7413944470391196,3.5
263,Fish,6.238212546629568,3.5
264,Fish,0.5678442339789017,3.5
265,Crab,3.5328347005100675,4.5
266,Crab,3.103450265242986,4.5
267,Fish,2.942942819806153,3.5
268,Shrimp,3.5030103721887595,1.5
269,Crab,6.168344157509594,4.5
270,Fish,6.595765553495091,3.5
271,Crab,2.497305082536283,4.5
272,Fish,0.1346938698615613,3.5
273,Shrimp,6.934640388393398,1.5
274,Shrimp,0.236419827163052,1.5
275,Fish,1.3165572673576207,3.5
276,Fish,0.532491284629772,3.5
277,Scallop,3.522866097856698,2.0
278,Fish,2.955112155135826,3.5
279,Fish,1.0353539518752692,3.5
280,Scallop,1.5171299940288328,2.0
281,Fish,4.144990274912938,3.5
282,Scallop,5.466305110683718,2.0
283,Scallop,4.823435373807053,2.0
284,Fish,6.280374446372827,3.5
285,Fish,6.850417202397169,3.5
286,Fish,2.784970410757371,3.5
287,Fish,1.0227158485107606,3.5
288,Fish,4.227475738166884,3.5
289,Fish,1.9164154371303188,3.5
290,Fish,4.057244066553612,3.5
291,Shrimp,1.811473779603996,1.5
292,Shrimp,0.519631678121461,1.5
293,Scallop,2.5428878312927696,2.0
294,Fish,3.0313037511557877,3.5
295,Fish,4.450470367080739,3.5
296,Fish,6.151398153742989,3.5
297,Shrimp,0.7553089426507205,1.5
298,Fish,1.3329435148642097,3.5
299,Scallop,1.8042305891923942,2.0
300,Crab,4.123978847653662,4.5
